legislator_id,office_type,label,address,phone,email,contact_form_url
SEN_37,district,District Office,"3200 El Camino Real, Suite 230, Irvine, CA 92602",(714) 544-1035,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=SD37&inframe=N
SEN_15,capitol,Capitol Office,"Capitol Office, 1021 O Street, Suite 7520, Sacramento, CA 95814-4900",(916) 651-4015,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=SD15&inframe=N
SEN_15,district,District Office,"1155 Meridian Avenue, Suite 100, San Jose, CA 95125",(408) 723-4154,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=SD15&inframe=N
SEN_01,capitol,Capitol Office,"Capitol Office, 1021 O Street, Suite 7230, Sacramento, CA 95814-4900",(916) 651-4001,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=SD01&inframe=N
SEN_01,district,District Office,"1320 Yuba Street, Suite 102, Redding, CA 96001",(530) 224-7001,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=SD01&inframe=N
SEN_26,capitol,Capitol Office,"Capitol Office, 1021 O Street, Suite 7530, Sacramento, CA 95814-4900",(916) 651-4026,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=SD26&inframe=N
SEN_26,district,District Office,"1808 West Sunset Boulevard, Los Angeles, CA 90026",(213) 483-9300,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=SD26&inframe=N
SEN_33,capitol,Capitol Office,"Capitol Office, 1021 O Street, Suite 7510, Sacramento, CA 95814-4900",(916) 651-4033,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=SD33&inframe=N
SEN_33,district,District Office,"3939 Atlantic Avenue, Suite 107, Long Beach, CA 90807",(562) 256-7921,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=SD33&inframe=N
SEN_09,capitol,Capitol Office,"Capitol Office, 1021 O Street, Suite 7250, Sacramento, CA 95814-4900",(916) 651-4009,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=SD09&inframe=N
SEN_09,district,District Office,"3003 Oak Road, Suite 109, Walnut Creek, CA 94597",(925) 944-4901,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=SD09&inframe=N
SEN_12,capitol,Capitol Office,"Capitol Office, 1021 O Street, Suite 7150, Sacramento, CA 95814-4900",(916) 651-4012,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=SD12&inframe=N
SEN_12,district,District Office,"5701 Truxtun Avenue, Suite 150, Bakersfield, CA 93309",(661) 323-0443,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=SD12&inframe=N
SEN_16,capitol,Capitol Office,"Capitol Office, 1021 O Street, Suite 6510, Sacramento, CA 95814-4900",(916) 651-4016,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=SD16&inframe=N
SEN_16,district,District Office,"5201 California Avenue, Suite 220, Bakersfield, CA 93309",(661) 395-2620,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=SD16&inframe=N
SEN_40,capitol,Capitol Office,"Capitol Office, 1021 O Street, Suite 7640, Sacramento, CA 95814-4900",(916) 651-4040,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=SD40&inframe=N
SEN_40,district,District Office,"10650 Treena Street, Suite 110, San Diego, CA 92131",(858) 547-3818,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=SD40&inframe=N
SEN_17,capitol,Capitol Office,"Capitol Office, 1021 O Street, Suite 8720, Sacramento, CA 95814-4900",(916) 651-4017,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=SD17&inframe=N
SEN_17,district,District Office,"99 Pacific Street, Suite 575 F, Monterey, CA 93940",(831) 657-6315,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=SD17&inframe=N
SEN_21,capitol,Capitol Office,"Capitol Office, 1021 O Street, Suite 8518, Sacramento, CA 95814-4900",(916) 651-4021,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=SD21&inframe=N
SEN_21,district,District Office,"300 E. Esplanade Drive, Suite 430, Oxnard, CA 93036",(805) 988-1940,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=SD21&inframe=N
SEN_02,capitol,Capitol Office,"Capitol Office, 1021 O Street, Suite 8610, Sacramento, CA 95814-4900",(916) 651-4002,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=SD02&inframe=N
SEN_02,district,District Office,"3501 Civic Center Drive, Suite 425, San Rafael, CA 94903",(415) 479-6612,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=SD02&inframe=N
SEN_05,capitol,Capitol Office,"Capitol Office, 1021 O Street, Suite 6640, Sacramento, CA 95814-4900",(916) 651-4005,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=SD05&inframe=N
SEN_05,district,District Office,"7488 Shoreline Drive, Suites B2/4, Stockton, CA 95219",(209) 472-9535,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=SD05&inframe=N
SEN_20,capitol,Capitol Office,"Capitol Office, 1021 O Street, Suite 6630, Sacramento, CA 95814-4900",(916) 651-4020,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=SD20&inframe=N
SEN_20,district,District Office,"6150 Van Nuys Boulevard, Suite 400, Van Nuys, CA 91401",(818) 901-5588,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=SD20&inframe=N
SEN_06,capitol,Capitol Office,"Capitol Office, 1021 O Street, Suite 7110, Sacramento, CA 95814-4900",(916) 651-4006,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=SD06&inframe=N
SEN_06,district,District Office,"2200A Douglas Boulevard, Suite 100, Roseville, CA 95661",(916) 772-0571,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=SD06&inframe=N
SEN_19,capitol,Capitol Office,"Capitol Office, 1021 O Street, Suite 7220, Sacramento, CA 95814-4900",(916) 651-4019,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=SD19&inframe=N
SEN_19,district,District Office,"1758 Orange Tree Lane, Suite B, Redlands, CA 92374",(909) 335-0271,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=SD19&inframe=N
SEN_18,capitol,Capitol Office,"Capitol Office, 1021 O Street, Suite 7630, Sacramento, CA 95814-4900",(916) 651-4018,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=SD18&inframe=N
SEN_18,district,District Office,"1224 State Street, Suite D, El Centro, CA 92243",(760) 335-3442,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=SD18&inframe=N
SEN_25,capitol,Capitol Office,"Capitol Office, 1021 O Street, Suite 6720, Sacramento, CA 95814-4900",(916) 651-4025,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=SD25&inframe=N
SEN_25,district,District Office,"215 North Marengo Avenue, Suite 380, Pasadena, CA 91101",(626) 304-1086,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=SD25&inframe=N
SEN_29,capitol,Capitol Office,"Capitol Office, 1021 O Street, Suite 7210, Sacramento, CA 95814-4900",(916) 651-4029,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=SD29&inframe=N
SEN_29,district,District Office,"301 E. Vanderbilt Way, Suite 400, San Bernardino, CA 92408",(909) 888-5360,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=SD29&inframe=N
SEN_35,capitol,Capitol Office,"Capitol Office, 1021 O Street, Room 7340, Sacramento, CA 95814-4900",(916) 651-4035,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=SD35&inframe=N
SEN_35,district,District Office,"One West Manchester Boulevard, Suite 710, Inglewood, CA 90301",(310) 412-6120,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=SD35&inframe=N
SEN_22,capitol,Capitol Office,"Capitol Office, 1021 O Street, Suite 8710, Sacramento, CA 95814-4900",(916) 651-4022,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=SD22&inframe=N
SEN_22,district,District Office,"100 South Vincent Avenue, Suite 401, West Covina, CA 91790",(626) 430-2499,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=SD22&inframe=N
SEN_32,capitol,Capitol Office,"Capitol Office, 1021 O Street, Suite 7120, Sacramento, CA 95814-4900",(916) 651-4032,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=SD32&inframe=N
SEN_32,district,District Office,"24640 Jefferson Avenue, Suite 202, Murrieta, CA 92562",(951) 894-2220,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=SD32&inframe=N
SEN_28,capitol,Capitol Office,"Capitol Office, 1021 O Street, Suite 6530, Sacramento, CA 95814-4900",(916) 651-4028,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=SD28&inframe=N
SEN_28,district,District Office,"700 Exposition Park Drive, Los Angeles, CA 90037",(213) 745-6656,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=SD28&inframe=N
SEN_27,capitol,Capitol Office,"Capitol Office, 1021 O Street, Suite 7710, Sacramento, CA 95814-4900",(916) 651-4027,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=SD27&inframe=N
SEN_27,district,District Office,"14724 Ventura Boulevard, Suite 1115, Sherman Oaks, CA 91403",(818) 501-0650,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=SD27&inframe=N
SEN_36,capitol,Capitol Office,"Capitol Office, 1021 O Street, Suite 6730, Sacramento, CA 95814-4900",(916) 651-4036,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=SD36&inframe=N
SEN_36,district,District Office,"301 Main Street, Suite 212, Huntington Beach, CA 92648",(714) 374-4000,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=SD36&inframe=N
SEN_34,capitol,Capitol Office,"Capitol Office, 1021 O Street, Suite 6610, Sacramento, CA 95814-4900",(916) 651-4034,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=SD34&inframe=N
SEN_34,district,District Office,"1000 East Santa Ana Boulevard, Suite 220B, Santa Ana, CA 92701",(714) 558-3785,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=SD34&inframe=N
SEN_23,capitol,Capitol Office,"Capitol Office, 1021 O Street, Suite 7140, Sacramento, CA 95814-4900",(916) 651-4023,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=SD23&inframe=N
SEN_23,district,District Office,"42505 10th Street W., Suite 109, Lancaster, CA 93534",(661) 729-6232,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=SD23&inframe=N
SEN_10,capitol,Capitol Office,"Capitol Office, 1021 O Street, Suite 8530, Sacramento, CA 95814-4900",(916) 651-4410,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=SD10&inframe=N
SEN_10,district,District Office,"39510 Paseo Padre Parkway, Suite 280, Fremont, CA 94538",(510) 794-3900,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=SD10&inframe=N
SEN_39,capitol,Capitol Office,"Capitol Office, 1021 O Street, Room 7310, Sacramento, CA 95814-4900",(916) 651-4039,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=SD39&inframe=N
SEN_39,district,District Office,"7575 Metropolitan Drive, Suite 100, San Diego, CA 92108",(619) 688-6700,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=SD39&inframe=N
SEN_11,capitol,Capitol Office,"Capitol Office, 1021 O Street, Suite 8620, Sacramento, CA 95814-4900",(916) 651-4011,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=SD11&inframe=N
SEN_11,district,District Office,"455 Golden Gate Avenue, Suite 14800, San Francisco, CA 94102",(415) 557-1300,,https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=SD11&inframe=N
